id,Heart Sound Type,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_1_delta_mean,mfcc_1_delta_std,mfcc_2_delta_mean,mfcc_2_delta_std,mfcc_3_delta_mean,mfcc_3_delta_std,mfcc_4_delta_mean,mfcc_4_delta_std,mfcc_5_delta_mean,mfcc_5_delta_std,mfcc_6_delta_mean,mfcc_6_delta_std,mfcc_7_delta_mean,mfcc_7_delta_std,mfcc_8_delta_mean,mfcc_8_delta_std,mfcc_9_delta_mean,mfcc_9_delta_std,mfcc_10_delta_mean,mfcc_10_delta_std,mfcc_11_delta_mean,mfcc_11_delta_std,mfcc_12_delta_mean,mfcc_12_delta_std,mfcc_13_delta_mean,mfcc_13_delta_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,zcr_mean,zcr_std,rms_mean,rms_std,contrast_1_mean,contrast_1_std,contrast_2_mean,contrast_2_std,contrast_3_mean,contrast_3_std,contrast_4_mean,contrast_4_std,contrast_5_mean,contrast_5_std
H0001,Late Systolic Murmur,-524.8128051757812,23.38564109802246,234.07728576660156,14.362600326538086,-39.823856353759766,11.353822708129883,-44.216346740722656,5.314235210418701,10.255610466003418,4.541621685028076,-10.947898864746094,12.845845222473145,-13.53956413269043,12.682312965393066,1.4954352378845215,10.105636596679688,-4.266110897064209,8.120790481567383,-3.6297237873077393,4.020750522613525,3.4117228984832764,3.6999642848968506,-0.0037425411865115166,4.169220924377441,-3.4237513542175293,2.6789934635162354,-0.19318260252475739,1.3638966083526611,-0.12132853269577026,0.8136689066886902,-0.044168394058942795,0.8111147284507751,-0.079112708568573,0.5586326718330383,0.054052285850048065,0.5825693607330322,0.08811990916728973,0.76130211353302,0.0840148776769638,0.6303330659866333,0.07503514736890793,0.6133793592453003,0.06665553152561188,0.4670755863189697,0.03425692021846771,0.3587496876716614,0.00018901869771070778,0.32585790753364563,0.027796126902103424,0.29619020223617554,-0.029087454080581665,0.31907516717910767,381.2811867073634,38.946148335184404,215.62961530962855,19.247350344552313,595.2562235169491,51.62626755349957,0.11636404263771187,0.015320437784663955,0.002606705529615283,0.0005975144449621439,31.183303609109828,4.973423173495184,14.221486049117768,2.412126856968937,13.136081803312388,2.3016754021848205,15.417655006582166,1.53308812587479,28.406205101927235,1.4504743575743433
H0002,S3,-629.1072387695312,41.891441345214844,208.96099853515625,29.13165855407715,52.77338790893555,10.283480644226074,3.536717653274536,10.768332481384277,11.883748054504395,9.396577835083008,14.677268028259277,13.134596824645996,20.86058807373047,6.223239898681641,19.60850715637207,4.033949851989746,8.072173118591309,4.924509048461914,9.888672828674316,4.227132797241211,11.54666519165039,4.0615034103393555,1.7857080698013306,4.082968711853027,-2.1088035106658936,3.734612226486206,-0.12819735705852509,1.5831687450408936,-0.12603354454040527,1.4290095567703247,-0.11274079233407974,1.0725258588790894,-0.11256104707717896,0.7776529788970947,-0.13720320165157318,0.8088203072547913,-0.07437273859977722,0.8901969790458679,0.007870118133723736,0.4549409747123718,-0.04634258151054382,0.683182954788208,-0.035613734275102615,0.5659933090209961,0.0319187268614769,0.6883497834205627,0.11401244252920151,0.5915055871009827,0.0571693554520607,0.4613603353500366,-0.015496499836444855,0.48693543672561646,142.0072219153585,32.30560092935178,172.54590886267854,16.253154040779265,252.0358845338983,99.51566467486475,0.0278858249470339,0.0037423532714847695,0.003974010702222586,0.0010622178670018911,36.07336962329764,5.443203585023787,19.383355773779343,3.6131539839144557,11.889300259530827,3.2558413328554994,19.337852513421577,2.6778043287142106,17.89506792507597,2.2110467051936515
H0003,Atrial Fibrillation,-568.0563354492188,59.21442794799805,179.8278045654297,34.49317932128906,23.646753311157227,29.400550842285156,-8.228822708129883,20.88006019592285,22.11902618408203,5.561676025390625,20.614545822143555,10.517292976379395,11.639995574951172,9.48202896118164,16.00562286376953,5.84057092666626,15.724800109863281,7.235744476318359,13.280097007751465,5.298958778381348,12.311988830566406,3.4160773754119873,5.71061372756958,3.59136962890625,-1.2769951820373535,3.527275562286377,-0.3932245671749115,10.298445701599121,0.12789399921894073,5.567293167114258,-0.002069834852591157,4.814904689788818,0.04067613184452057,3.584906578063965,0.02401786670088768,0.9683513641357422,-0.07284489274024963,1.732450246810913,-0.010475309565663338,1.6849236488342285,0.05715608224272728,0.9223461747169495,-0.03609884902834892,1.135551929473877,-0.09908420592546463,0.7276583909988403,-0.058244820684194565,0.5749697089195251,-0.04407275840640068,0.4841981828212738,-0.050263412296772,0.5448656678199768,190.3709622042832,65.01484729216241,215.98029209413545,33.506727067225356,360.5170815677966,158.79366689096034,0.03500314486228814,0.009308804182000103,0.0038395451847463846,0.002777036977931857,36.359402968176155,6.0299802622424865,14.554957097163355,3.4434250828593824,15.242971525672983,2.4295119104538765,15.523377417507206,1.8498455475087001,22.50232154117276,5.375022712592514
H0004,S3,-599.4318237304688,55.922332763671875,208.1434783935547,33.18574142456055,11.959284782409668,17.899871826171875,-5.010035037994385,8.99367904663086,39.15966033935547,7.7682719230651855,20.77245330810547,14.393691062927246,5.6260881423950195,11.981925964355469,15.537986755371094,4.002697944641113,8.493928909301758,2.9282383918762207,0.39497289061546326,7.556040287017822,7.6362833976745605,4.921424388885498,5.144555568695068,3.8100030422210693,-3.7264809608459473,5.540645599365234,0.1342863142490387,2.2524142265319824,-0.060718949884176254,2.726288318634033,-0.03930813446640968,1.1356455087661743,-0.0497320294380188,0.8030118346214294,-0.026963621377944946,1.0280485153198242,-0.011735476553440094,0.6888536810874939,0.04319269210100174,0.7619469165802002,-0.029789887368679047,0.5605360865592957,-0.02351592294871807,0.4107053577899933,-0.036212895065546036,0.5437201857566833,-0.061244141310453415,0.3641195297241211,-0.0330732986330986,0.3559585511684418,0.019889211282134056,0.35678672790527344,171.39992612206999,40.05552334054539,215.44800479950158,17.586915287453234,322.0835540254237,118.6149563762098,0.028063757944915255,0.0034804787398827184,0.0034646657295525074,0.0006893593235872686,36.161725528530184,5.790768544062591,16.753122254627545,3.9305339255098315,11.779150920821037,3.640338743688647,13.802972353283158,1.4310957833297648,23.09127463934743,4.396714282917274
H0005,AV Block,-587.31591796875,45.33064270019531,175.44261169433594,27.66099739074707,61.65495300292969,21.919923782348633,30.070072174072266,10.802958488464355,33.896663665771484,6.531952381134033,21.277456283569336,13.431631088256836,16.5493106842041,9.79599380493164,19.52911949157715,7.960733890533447,11.999509811401367,6.423479080200195,5.536075592041016,5.314766883850098,4.828039646148682,3.7105607986450195,2.0564992427825928,4.077976703643799,0.646759033203125,3.051755428314209,-0.9510121941566467,7.610644817352295,-0.15216749906539917,4.968586444854736,0.0351375974714756,3.1658008098602295,0.04354157671332359,1.610289216041565,0.0942453071475029,0.9534125328063965,0.16421793401241302,2.424015760421753,0.1587771326303482,1.9221597909927368,0.054489616304636,1.2658717632293701,-0.02125272899866104,0.9575133323669434,-0.01637154072523117,0.7247869372367859,-0.0020365887321531773,0.601330578327179,0.004732680507004261,0.6231129765510559,0.0010325094917789102,0.5476235151290894,98.93745992439274,19.28956737508736,137.3609859421844,29.096551441769876,138.8042902542373,43.89745423499856,0.025684421345338982,0.0034180514083412754,0.00890113040804863,0.003826866624876857,39.78680105024168,5.70880746331797,16.032387868503562,3.226220991584909,14.884312011632797,2.538534663667121,16.673647307559136,1.6584402461872483,20.377628389232015,4.313565195313161
H0006,S3,-665.52099609375,41.92470932006836,157.02182006835938,27.622421264648438,11.651005744934082,17.134546279907227,-5.736478805541992,9.93040943145752,26.188262939453125,7.470815658569336,11.75346851348877,10.681476593017578,-9.013795852661133,13.65449047088623,-4.6681718826293945,6.162646293640137,-1.1672148704528809,5.1324310302734375,-0.5898788571357727,5.308980464935303,3.7588624954223633,5.932528495788574,-0.6237955689430237,4.253738880157471,-11.602873802185059,5.080512523651123,0.09968310594558716,1.8775620460510254,-0.08700202405452728,1.5619642734527588,-0.20027412474155426,1.4839215278625488,-0.09398479014635086,0.9392802119255066,-0.09088202565908432,0.5983436703681946,-0.0358169749379158,0.645743727684021,-0.13814017176628113,0.7386950850486755,-0.030050406232476234,0.7534503936767578,-0.027417808771133423,0.7082053422927856,-0.023466281592845917,0.5146649479866028,-0.051282405853271484,0.6218412518501282,-0.04220562055706978,0.5224434733390808,-0.018824314698576927,0.49053916335105896,292.9705282489556,64.29003487701289,299.3394132519412,56.7337600939152,556.3426906779661,135.20739507169844,0.07007663532838983,0.020392683445454057,0.0005968274781480432,0.0002659254823811352,28.024867122187782,5.14356782738877,15.577351968874773,3.6377599273972745,11.4186011417242,2.9828061256171736,14.09957546890394,1.6724791123433083,20.07864301099615,3.200591017165465
H0007,Tachycardia,-586.2212524414062,16.86992073059082,223.79672241210938,13.222515106201172,11.523099899291992,6.661564826965332,-34.62272262573242,5.728419780731201,9.710054397583008,3.8046059608459473,12.694766998291016,2.579664945602417,0.9948681592941284,2.443148612976074,5.688169956207275,2.404789447784424,9.42777156829834,2.816816568374634,9.880374908447266,2.574183225631714,12.113399505615234,1.858457088470459,5.268954753875732,3.2385833263397217,-2.7647790908813477,2.524052619934082,0.7739816308021545,2.769835948944092,-0.3811936378479004,2.3388400077819824,-0.03290126100182533,0.8781116604804993,0.028065813705325127,0.8196280598640442,-0.012240284122526646,0.45580053329467773,0.05262919142842293,0.38960668444633484,0.03607308119535446,0.43015068769454956,-0.03806378319859505,0.386097252368927,-0.005605731159448624,0.31176918745040894,0.043655432760715485,0.360407292842865,-0.015456274151802063,0.29141712188720703,-0.059163328260183334,0.3776811957359314,0.014061343856155872,0.33973631262779236,257.904110589645,23.815829567746203,231.00370121057315,18.685679590988464,485.84811970338984,32.89002153855753,0.05244885460805085,0.007407696037817114,0.0020335663575679064,0.0003462876775301993,34.05674853982637,5.344676547069205,15.598247545230466,2.9493874390497807,13.8291246338966,2.319408637431083,16.55226919583722,1.7073996514924867,21.81185003180791,2.2832084198284446
H0008,Early Systolic Murmur,-589.2412719726562,17.76122283935547,192.19700622558594,15.87319564819336,-23.68531036376953,7.913725852966309,-21.605270385742188,6.013404369354248,35.71376037597656,5.057408809661865,22.386552810668945,5.665019989013672,13.102827072143555,4.308586597442627,19.4491024017334,4.160618782043457,9.465746879577637,4.416123867034912,5.868894577026367,4.052375793457031,10.39518928527832,4.458481788635254,5.16832971572876,2.5832014083862305,0.6259677410125732,2.478544235229492,-0.10251891613006592,1.2666001319885254,0.08585420995950699,1.9828450679779053,0.07265452295541763,1.0342576503753662,-0.07271143794059753,0.8092478513717651,0.035829756408929825,0.6378772854804993,0.04030479118227959,0.4372701942920685,-0.04997543618083,0.4733748733997345,-0.027823885902762413,0.4595952033996582,0.02902483195066452,0.5030401945114136,0.003067194717004895,0.37226977944374084,-0.06747905910015106,0.3530314266681671,-0.001040925970301032,0.3248540759086609,-0.001534119714051485,0.31875696778297424,277.8983046393031,43.339001855209354,285.6120483688162,23.07191097826605,605.2204713983051,65.83742043464686,0.06788764565677965,0.013045695902642998,0.0016699748812243342,0.0006478371797129512,34.316170601785714,5.106890244332787,15.360992316616153,3.601839862388961,13.644403313863078,2.2248123621436773,14.026976773549869,1.1852409322337385,25.453645447032244,2.1354765309330026
H0009,Mid Systolic Murmur,-635.3999633789062,15.784723281860352,173.60313415527344,14.1798734664917,-1.2506831884384155,8.013692855834961,-33.6519775390625,4.920629501342773,5.62998104095459,5.917187213897705,8.88543701171875,9.480119705200195,-1.6631948947906494,7.985888957977295,0.5670806169509888,7.304616451263428,0.5204223394393921,5.542269229888916,4.667553424835205,3.696178436279297,13.409557342529297,3.1009392738342285,8.436507225036621,3.6120493412017822,-1.2775847911834717,3.2473764419555664,0.09149040281772614,0.8742455244064331,-0.08860844373703003,0.9876899123191833,-0.05751999467611313,0.9207006692886353,-0.03249548003077507,0.816135585308075,-0.029220152646303177,0.6897966265678406,-0.021738575771450996,0.5979355573654175,-0.0269684549421072,0.4900050759315491,-0.0736890584230423,0.4478590488433838,-0.03402639180421829,0.40519699454307556,0.010314217768609524,0.39324283599853516,-0.022177958860993385,0.3710293471813202,-0.04548165574669838,0.3645625710487366,0.007017887197434902,0.4077366292476654,349.0802036196824,36.55907617532342,282.73371521689654,27.894869723570153,613.28125,46.02451664582108,0.10624668961864407,0.01864335906646332,0.0005166235496290028,0.00010073228622786701,28.630992634754836,4.648369184653622,14.02418565251264,3.2169937905354247,13.80147171312744,1.9883065542272338,15.72872226445883,1.8395868204210641,20.288070805312643,0.8814672817226937
H0010,Early Systolic Murmur,-547.9542236328125,18.66733741760254,179.74859619140625,15.967129707336426,-12.74536418914795,13.104070663452148,-15.422521591186523,8.454618453979492,49.93754577636719,7.408234596252441,37.51128387451172,4.638880729675293,7.575816631317139,4.50792121887207,11.090859413146973,4.084671497344971,15.22315788269043,3.9596686363220215,11.505534172058105,4.896458625793457,9.910041809082031,4.179381847381592,6.132609844207764,4.0599565505981445,1.4264956712722778,3.9541451930999756,0.00689690001308918,1.9197639226913452,0.07844426482915878,2.315418004989624,0.21153433620929718,1.8641446828842163,0.009266913868486881,1.2541691064834595,-0.09142382442951202,0.9348825812339783,0.019655294716358185,0.6695007681846619,0.045241594314575195,0.5702808499336243,-0.03237881138920784,0.5395453572273254,-0.0021663964726030827,0.5701481103897095,0.06289844959974289,0.6346234679222107,0.033459484577178955,0.649040699005127,0.000649666937533766,0.6904123425483704,0.0321679450571537,0.594862699508667,218.7063870119389,49.427362068913,264.82469133232814,41.69248881011118,548.8943326271186,159.389176443461,0.04714810646186441,0.009880510988044539,0.004925007000565529,0.0038764728233218193,38.438468212705466,6.231141168781513,15.590469346295137,4.270418548766109,12.984308184945913,2.3074902271055238,14.01989075307124,1.3780378129511557,28.03810074527013,1.9681957503939302
