id,Lung Sound Type,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_1_delta_mean,mfcc_1_delta_std,mfcc_2_delta_mean,mfcc_2_delta_std,mfcc_3_delta_mean,mfcc_3_delta_std,mfcc_4_delta_mean,mfcc_4_delta_std,mfcc_5_delta_mean,mfcc_5_delta_std,mfcc_6_delta_mean,mfcc_6_delta_std,mfcc_7_delta_mean,mfcc_7_delta_std,mfcc_8_delta_mean,mfcc_8_delta_std,mfcc_9_delta_mean,mfcc_9_delta_std,mfcc_10_delta_mean,mfcc_10_delta_std,mfcc_11_delta_mean,mfcc_11_delta_std,mfcc_12_delta_mean,mfcc_12_delta_std,mfcc_13_delta_mean,mfcc_13_delta_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,zcr_mean,zcr_std,rms_mean,rms_std,contrast_1_mean,contrast_1_std,contrast_2_mean,contrast_2_std,contrast_3_mean,contrast_3_std,contrast_4_mean,contrast_4_std,contrast_5_mean,contrast_5_std
L0001,Rhonchi,-673.4400024414062,53.45656967163086,161.70884704589844,34.52973175048828,57.80704879760742,7.63877534866333,11.579438209533691,15.739274978637695,18.814496994018555,13.458098411560059,26.187381744384766,11.396316528320312,17.57278823852539,11.176315307617188,9.764493942260742,8.94577693939209,10.760051727294922,4.707482814788818,13.11050033569336,2.2448465824127197,10.977068901062012,3.658449172973633,6.56392765045166,2.9031076431274414,2.676462411880493,1.9593284130096436,-8.715290069580078,9.511178970336914,-6.890738487243652,1.6600165367126465,0.04500913619995117,1.6087132692337036,3.101184606552124,1.6427271366119385,2.600212574005127,1.8437490463256836,2.0499649047851562,1.9315675497055054,2.096179962158203,1.5837482213974,1.7366342544555664,1.002492070198059,0.7776005268096924,0.9443807601928711,-0.1758183240890503,0.286458283662796,-0.4089092016220093,0.6060172915458679,-0.41309642791748047,0.3824937343597412,-0.11159507930278778,0.39516350626945496,136.6407045669656,50.51285298572663,206.84429331360127,39.41791860843096,186.279296875,93.7293347788706,0.037506103515625,0.022545179697224988,0.0021623470820486546,0.0006927816430106759,29.433328285894028,6.782668572450484,17.98439680724677,3.3427987346226904,15.631723755509942,4.060983631632832,15.795868005107945,1.9974567807691839,14.31759133744977,2.924943227508303
L0001,Rhonchi,-669.3264770507812,96.52320861816406,164.2038116455078,44.84672546386719,45.137046813964844,31.070266723632812,7.725669860839844,30.253990173339844,23.335437774658203,12.494123458862305,26.3398494720459,14.41510009765625,18.368003845214844,14.440245628356934,14.554795265197754,4.645810127258301,10.353455543518066,5.285573959350586,7.07636833190918,7.782108306884766,8.778219223022461,3.2392168045043945,7.323345184326172,6.022262096405029,2.1003243923187256,2.58038592338562,16.39421272277832,17.595502853393555,7.777126312255859,7.063971519470215,-4.813046455383301,6.335598468780518,-4.983956813812256,5.923259735107422,-1.6794629096984863,2.7409462928771973,-2.328821897506714,3.2437732219696045,-2.5667858123779297,2.422097682952881,-0.7030767202377319,0.7457255125045776,-0.8482404947280884,0.7427399158477783,-1.4964240789413452,0.8083481788635254,0.1604503095149994,0.48468270897865295,0.8323643207550049,0.7766245007514954,0.2701853811740875,0.15900936722755432,155.89530362742858,93.8483298394555,208.91709047298596,20.96520390077877,228.3935546875,184.91033488253973,0.043212890625,0.03659300680733326,0.0021286779083311558,0.0009198801126331091,31.04571902057034,6.038368643161879,15.754550184063563,5.869842535070576,14.365884895609359,2.575271162190848,16.11557673249602,2.137997761460205,16.56433716209182,4.5309648862485306
L0001,Rhonchi,-594.4688720703125,73.56536865234375,201.58702087402344,38.86473083496094,35.647499084472656,17.706573486328125,-7.024990558624268,15.979232788085938,13.085022926330566,13.652549743652344,8.199708938598633,11.864211082458496,-5.776244163513184,14.807878494262695,4.66648006439209,6.47805643081665,13.84302806854248,6.367051124572754,7.7516045570373535,3.1087238788604736,4.349336624145508,7.579050540924072,6.395077705383301,6.477329254150391,7.224213123321533,2.3217203617095947,-2.572577476501465,13.492002487182617,5.953252792358398,5.622829914093018,1.007820963859558,3.7258517742156982,1.1648712158203125,2.8879618644714355,1.3504116535186768,2.6473677158355713,-0.9042301774024963,2.0405240058898926,-2.1289591789245605,2.116527557373047,-0.69889897108078,0.5940656661987305,1.0966249704360962,1.0108321905136108,0.14704027771949768,0.3157065510749817,-1.423555850982666,0.8205029368400574,-1.1464745998382568,0.7741583585739136,0.019697152078151703,0.1430426687002182,213.02302629425418,82.53619901710711,210.4860705615726,53.27444003455547,356.93359375,133.30435835401917,0.071533203125,0.024734831236476976,0.0028721122071146965,0.0007449520635418594,32.94352451372256,7.602825079721275,18.492752128811446,4.3778423550612215,19.635334064826502,3.2142921695086737,18.07761370024967,1.5996292104174092,21.059402698485744,6.498798387804812
L0001,Rhonchi,-657.1414794921875,64.28018188476562,172.79788208007812,30.579788208007812,66.9246826171875,14.94354248046875,23.054332733154297,15.740340232849121,21.8443660736084,11.717083930969238,19.499725341796875,15.080106735229492,6.131722450256348,14.685677528381348,5.68358039855957,6.577573299407959,10.495292663574219,4.700377464294434,7.916316032409668,3.908315658569336,1.601603388786316,5.170261383056641,1.5235642194747925,4.0589823722839355,3.437061071395874,4.502821445465088,-8.616350173950195,14.582239151000977,-3.700875759124756,4.718741416931152,2.6074652671813965,1.8586095571517944,2.5630719661712646,2.647752046585083,1.2274370193481445,2.4193146228790283,1.97572660446167,3.1351118087768555,2.1418004035949707,3.0291950702667236,0.7990853190422058,1.433428406715393,-0.6039974093437195,0.23996803164482117,-0.15956410765647888,0.3663654923439026,0.5545317530632019,0.18805067241191864,-0.0026649199426174164,0.394354909658432,-0.39854443073272705,0.9735960364341736,136.75179862702709,46.654365190244484,182.901496369364,31.488288692881376,216.6748046875,94.04572891827395,0.043670654296875,0.026367169839358596,0.0028335710521787405,0.0005661906907334924,34.56621138330982,5.21093862638273,14.350241047748266,6.221845445368719,16.863636158703194,3.4737618678352424,17.412092851367113,2.42987464738579,15.903133036124613,4.679822392535235
L0001,Rhonchi,-604.3843994140625,97.72480773925781,198.0908203125,50.106544494628906,40.88636779785156,41.137332916259766,8.216370582580566,25.98552703857422,22.037935256958008,9.622760772705078,6.826262950897217,21.815032958984375,3.1633105278015137,15.068504333496094,15.798059463500977,8.555171966552734,6.974116325378418,3.3638157844543457,-3.134927272796631,11.993383407592773,2.309149980545044,5.002090930938721,5.418276786804199,6.692712306976318,3.6207222938537598,4.323183536529541,17.48000717163086,13.619041442871094,7.439657688140869,6.433853626251221,-7.490525722503662,5.272193908691406,-5.095034599304199,2.217512607574463,-1.129867434501648,1.372260332107544,-3.6302881240844727,3.5076122283935547,-2.3966169357299805,1.9922577142715454,1.2657227516174316,0.6494137644767761,-0.11807241290807724,0.47588497400283813,-1.9650225639343262,1.5348907709121704,-0.39134544134140015,0.858324408531189,0.9036273956298828,1.3655648231506348,0.41712838411331177,0.8702036142349243,180.31228221708497,89.2456088493513,195.30409178455074,38.74582378599135,287.4755859375,169.69894166873783,0.0609130859375,0.0459031447573696,0.003526037558913231,0.000882396474480629,33.49344319405507,8.35257321661764,12.044050816624566,4.37411913480241,14.560613869027978,2.548600945251173,18.23220620434742,2.615531632070422,19.2922856931792,7.724504359856374
L0001,Rhonchi,-558.4427490234375,76.42113494873047,216.08705139160156,57.21656036376953,11.878499984741211,33.16352081298828,-9.82800579071045,23.081790924072266,19.81555938720703,7.4911956787109375,-5.695562839508057,21.42753791809082,-1.6224756240844727,15.36380672454834,22.991413116455078,3.6291677951812744,8.733782768249512,4.847590923309326,-6.396955490112305,11.27663516998291,4.131765365600586,4.4874467849731445,13.534311294555664,4.954357147216797,8.012588500976562,3.215604066848755,-12.468278884887695,15.588348388671875,-3.381523847579956,14.417135238647461,3.218014717102051,9.040438652038574,1.6547991037368774,6.370756149291992,0.9326598644256592,1.3480556011199951,2.4631762504577637,5.681526184082031,1.7583825588226318,3.7128288745880127,0.16981101036071777,0.41715309023857117,0.746430516242981,1.0926620960235596,1.5385549068450928,2.366023063659668,0.7836412191390991,0.5854398608207703,0.4125773012638092,1.0300695896148682,0.15924634039402008,0.36139994859695435,231.17095125492014,80.52188163550774,221.38972261771437,49.99233605205943,391.9677734375,156.87545525534176,0.085906982421875,0.04689580733705114,0.0036554920952767134,0.0009221837972290814,33.197751774581775,11.31890367553892,14.697173523579657,3.9712082140432665,15.17804023940552,2.685823947835819,19.369869866763366,3.1973113505801942,23.208915903792153,8.82183660981431
L0001,Rhonchi,-610.2625732421875,47.8155632019043,198.60205078125,50.473533630371094,48.938751220703125,12.221963882446289,-4.4701690673828125,24.825725555419922,14.159499168395996,10.6297607421875,18.796920776367188,6.702491760253906,6.529976844787598,9.96806812286377,4.605772972106934,9.3555269241333,9.850736618041992,4.524559497833252,10.894550323486328,2.1244845390319824,9.406709671020508,3.1665499210357666,10.164321899414062,3.3809728622436523,4.273495674133301,2.7062699794769287,5.688749313354492,8.138130187988281,5.822443962097168,13.241657257080078,-0.2734370827674866,3.5952184200286865,-2.5196189880371094,6.530333995819092,-1.7969515323638916,0.9000422358512878,-1.1633951663970947,0.3535521626472473,-1.384145736694336,2.0291969776153564,-1.4221177101135254,1.090156078338623,-0.8132987022399902,0.18499761819839478,-0.16346341371536255,0.5678511261940002,-0.1508249044418335,0.53401780128479,0.16552728414535522,0.6138206124305725,-0.03682345896959305,0.4498831629753113,171.02462433318686,43.64408743703229,200.80182192357609,33.097410550157576,279.052734375,102.97265793558073,0.0679931640625,0.032744664507417205,0.0035955309867858887,0.0008854180341586471,32.034290273382304,6.595957101621469,18.236827890451544,4.110041960741354,19.714548603989698,3.183121846710603,16.81128812110329,2.2059850602295605,17.336638563831425,6.446407777700039
L0001,Rhonchi,-649.1361694335938,60.31422805786133,188.20901489257812,49.485355377197266,55.46876525878906,14.986974716186523,7.318827152252197,23.42594337463379,20.896228790283203,14.41845417022705,25.055755615234375,11.355798721313477,12.45039176940918,12.092013359069824,7.096584320068359,10.260429382324219,9.988245010375977,5.466686248779297,10.401025772094727,5.3347625732421875,7.547158718109131,4.779736042022705,6.621150970458984,3.46246337890625,3.1102294921875,2.3010377883911133,-11.696282386779785,3.439875841140747,-9.79307746887207,5.544919967651367,2.0139312744140625,3.9240167140960693,4.802845001220703,1.332119345664978,2.651047706604004,1.3546642065048218,2.1039772033691406,0.9059001207351685,2.410930633544922,0.9555926322937012,1.9434418678283691,1.173990249633789,0.7146422863006592,1.0594655275344849,0.3442240357398987,1.2435808181762695,0.36435195803642273,0.8462589979171753,-0.2392454594373703,0.584241509437561,0.09744623303413391,0.3492059111595154,143.95472708818974,55.326341104573466,181.02662492988364,35.40888275226633,216.6748046875,119.00540792775226,0.05059814453125,0.031728831131418146,0.003331960178911686,0.0009995887521654367,32.926599126703216,8.399195011710077,17.613571462927993,3.2492123400133974,18.0050334053836,2.3947745029349368,16.66278472830399,2.6240955892918145,17.604965877763828,4.162315569716372
L0001,Rhonchi,-678.1533203125,69.8756332397461,149.47244262695312,35.529258728027344,65.2000961303711,16.432369232177734,29.010955810546875,11.443283081054688,32.17951965332031,9.202672958374023,32.79707717895508,8.219376564025879,21.086931228637695,7.303725719451904,11.934733390808105,7.387249946594238,9.162903785705566,7.185514450073242,7.808258533477783,7.576213359832764,5.232536315917969,6.5798420906066895,2.3996362686157227,4.486202716827393,0.5639227628707886,4.440746307373047,-5.291698455810547,12.997891426086426,5.589362144470215,4.419826507568359,1.5818874835968018,2.9188175201416016,-0.3214070498943329,1.005899429321289,0.02389734983444214,1.3738652467727661,0.43279656767845154,1.6739568710327148,0.16335774958133698,1.4191175699234009,-0.5128453969955444,1.2730616331100464,-0.5918251276016235,1.1062507629394531,-0.6242206692695618,1.2424125671386719,-0.4451950192451477,1.20136296749115,-0.22464750707149506,0.7682590484619141,-0.2042052000761032,1.0862594842910767,126.63328502032404,81.82962676523238,202.45637159478298,107.50834732338731,215.8203125,235.15799385514117,0.0211181640625,0.0031667777761408317,0.002859482541680336,0.0010079705389216542,32.8428257903875,8.682852602162061,12.980808253012572,5.597588755259164,14.16222693823012,4.319608806281047,14.060943770183624,3.631570950385433,13.583375777825776,4.062718646224349
L0001,Rhonchi,-559.214111328125,84.89347839355469,223.51824951171875,52.48567581176758,15.628955841064453,49.484920501708984,-12.80367374420166,41.392826080322266,24.486833572387695,10.052262306213379,10.188703536987305,17.506675720214844,0.9443439245223999,14.307937622070312,11.490386962890625,5.750003814697266,1.612221121788025,4.461086750030518,-4.867033958435059,6.400949478149414,8.851079940795898,8.274114608764648,9.415034294128418,8.987192153930664,-0.23601189255714417,3.4791066646575928,13.448108673095703,10.709944725036621,9.176837921142578,8.439335823059082,-9.396597862243652,6.370767593383789,-7.99079704284668,5.379683017730713,-1.6543738842010498,0.5901140570640564,-3.1333227157592773,1.9820706844329834,-2.4748170375823975,1.5757874250411987,0.7542225122451782,0.8754243850708008,-0.03818276897072792,0.5992572903633118,-0.5938491821289062,0.8452240824699402,1.504120111465454,1.1862537860870361,1.7512202262878418,1.0612871646881104,0.3052199184894562,0.5662038326263428,230.1783100094085,102.77409467431548,200.54192102394566,36.56993177977444,393.1884765625,193.48352473251668,0.088470458984375,0.060318601119328366,0.004716299939900637,0.0009343517594970763,33.74253022782215,8.900102921119869,13.319050216997809,5.959648962003723,15.42789382821108,3.2480221521715924,16.90419785315905,1.935904859022867,21.205607658780167,8.066474780824926
